PLAYER,POS,AGE,TEAM,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,SEASON,index
Dominique Jones,SG,22,DAL,18,135,10.6,.400,.089,.378,5.4,15.9,10.8,20.8,1.9,1.7,16.0,21.7,,-0.2,0.2,0.0,.007,,-2.5,1.6,-0.9,0.0,2010-11,DominiqueJones2010-11
Jason Kidd,PG,37,DAL,80,2653,14.4,.500,.656,.129,1.6,13.4,7.7,35.4,2.7,0.8,22.1,14.3,,2.5,3.9,6.4,.116,,0.9,2.0,2.8,3.3,2010-11,JasonKidd2010-11
Ian Mahinmi,C,24,DAL,56,488,13.7,.645,.020,.837,10.7,17.8,14.4,2.5,1.5,2.3,15.7,15.3,,1.0,0.8,1.8,.177,,-3.3,1.1,-2.1,0.0,2010-11,IanMahinmi2010-11
Shawn Marion,SF,32,DAL,80,2253,17.0,.551,.040,.197,9.1,19.2,14.3,8.3,1.6,1.7,12.5,21.5,,2.3,3.4,5.6,.120,,-0.1,0.4,0.3,1.3,2010-11,ShawnMarion2010-11
Steve Novak,SF,27,DAL,7,18,19.6,.688,.500,.000,0.0,31.3,16.2,0.0,0.0,0.0,0.0,20.8,,0.1,0.0,0.1,.205,,5.1,0.7,5.8,0.0,2010-11,SteveNovak2010-11
Dirk Nowitzki,PF,32,DAL,73,2504,23.4,.612,.142,.376,2.4,20.8,12.0,14.2,0.8,1.4,9.1,28.2,,7.8,3.3,11.1,.213,,4.3,0.8,5.1,4.5,2010-11,DirkNowitzki2010-11
Sasha Pavlović,SF,27,DAL,10,163,7.8,.551,.457,.143,0.0,8.3,4.3,6.3,1.6,1.4,11.8,12.1,,0.0,0.2,0.2,.067,,-2.8,1.2,-1.6,0.0,2010-11,SashaPavlović2010-11
DeShawn Stevenson,SG,29,DAL,72,1158,9.8,.549,.755,.130,2.1,8.4,5.4,10.0,1.0,0.3,11.2,15.9,,0.8,1.0,1.8,.074,,-0.1,-0.3,-0.4,0.5,2010-11,DeShawnStevenson2010-11
Peja Stojaković,SF,33,DAL,25,506,14.1,.563,.571,.087,3.4,11.6,7.6,7.0,1.1,0.3,5.4,18.7,,0.7,0.5,1.2,.118,,1.5,-0.3,1.3,0.4,2010-11,PejaStojaković2010-11
Jason Terry,SG,33,DAL,82,2564,15.9,.545,.322,.196,1.1,5.7,3.5,22.2,1.9,0.4,12.4,24.7,,2.8,2.5,5.3,.100,,1.0,-0.1,0.9,1.9,2010-11,JasonTerry2010-11
Arron Afflalo,SG,25,DEN,69,2324,13.6,.620,.396,.260,2.3,9.9,6.2,10.9,0.7,1.0,9.2,14.8,,4.8,1.4,6.2,.128,,1.7,-0.3,1.4,2.0,2010-11,ArronAfflalo2010-11
Chris Andersen,C,32,DEN,45,732,19.0,.636,.007,.985,12.2,22.1,17.3,4.0,1.6,6.0,11.3,13.5,,1.9,1.2,3.2,.207,,1.2,1.8,3.0,0.9,2010-11,ChrisAndersen2010-11
Carmelo Anthony,SF,26,DEN,50,1774,21.2,.547,.130,.431,5.2,19.3,12.4,14.3,1.2,1.3,11.0,32.5,,2.8,1.9,4.7,.127,,2.4,-1.0,1.4,1.5,2010-11,CarmeloAnthony2010-11
Renaldo Balkman,SF,26,DEN,5,44,12.8,.604,.000,.444,2.7,7.6,5.2,6.6,3.4,3.4,0.0,10.9,,0.1,0.1,0.2,.182,,-3.6,2.1,-1.5,0.0,2010-11,RenaldoBalkman2010-11
Chauncey Billups,PG,34,DEN,51,1646,18.6,.634,.444,.535,0.9,7.7,4.4,25.1,1.6,0.6,16.3,21.4,,4.7,1.1,5.8,.171,,3.8,-0.9,2.9,2.1,2010-11,ChaunceyBillups2010-11
Anthony Carter,PG,35,DEN,14,153,5.4,.421,.400,.067,0.0,8.8,4.5,23.2,3.0,0.5,31.2,13.1,,-0.2,0.2,-0.1,-0.018,,-5.0,1.3,-3.7,-0.1,2010-11,AnthonyCarter2010-11
Wilson Chandler,SF,23,DEN,21,642,11.6,.505,.311,.174,2.4,16.1,9.4,8.3,1.1,2.8,12.5,20.6,,-0.2,0.7,0.5,.037,,-1.5,0.7,-0.8,0.2,2010-11,WilsonChandler2010-11
Melvin Ely,C,32,DEN,30,366,8.3,.573,.000,.412,8.8,14.4,11.7,5.3,0.5,2.3,18.9,9.0,,0.3,0.3,0.6,.083,,-2.9,-0.3,-3.2,-0.1,2010-11,MelvinEly2010-11
Raymond Felton,SG,26,DEN,21,663,14.7,.523,.299,.294,1.4,11.3,6.5,31.1,2.1,0.0,16.3,18.5,,0.7,0.6,1.3,.097,,0.4,0.6,1.0,0.5,2010-11,RaymondFelton2010-11
Gary Forbes,SF,25,DEN,63,791,11.7,.524,.212,.319,4.2,12.5,8.5,9.7,1.5,0.6,12.9,20.1,,0.3,0.7,0.9,.055,,-2.0,-0.8,-2.9,-0.2,2010-11,GaryForbes2010-11
Danilo Gallinari,SF,22,DEN,14,433,15.9,.587,.412,.771,3.0,16.8,10.1,7.5,1.5,1.6,12.5,20.6,,0.7,0.5,1.2,.133,,1.7,1.3,3.0,0.5,2010-11,DaniloGallinari2010-11
Al Harrington,PF,30,DEN,73,1665,12.3,.527,.486,.173,5.4,17.2,11.5,9.6,1.2,0.5,12.7,22.3,,0.6,1.5,2.1,.060,,-0.6,-1.1,-1.7,0.1,2010-11,AlHarrington2010-11
Nenê Hilário,C,28,DEN,75,2291,20.4,.657,.008,.615,7.5,20.8,14.4,10.4,1.8,2.4,13.9,18.8,,6.4,3.1,9.6,.201,,2.1,1.5,3.6,3.2,2010-11,NenêHilário2010-11
Kosta Koufos,C,21,DEN,11,98,20.3,.536,.000,.452,18.2,20.6,19.4,0.0,1.0,3.9,10.6,25.6,,0.1,0.1,0.3,.133,,-1.3,-2.8,-4.1,-0.1,2010-11,KostaKoufos2010-11
Ty Lawson,PG,23,DEN,80,2103,17.9,.593,.249,.327,3.8,7.6,5.7,28.3,1.9,0.1,14.8,19.6,,5.1,1.6,6.7,.153,,2.4,-0.3,2.1,2.2,2010-11,TyLawson2010-11
Kenyon Martin,PF,33,DEN,48,1233,14.1,.526,.025,.199,6.5,20.9,13.9,13.6,1.8,2.2,13.0,16.4,,1.0,1.6,2.7,.104,,-0.8,1.7,0.9,0.9,2010-11,KenyonMartin2010-11
Timofey Mozgov,C,24,DEN,11,66,14.4,.571,.000,.381,9.0,20.4,14.9,0.0,0.8,2.3,10.9,18.6,,0.1,0.1,0.2,.112,,-2.8,-0.7,-3.5,0.0,2010-11,TimofeyMozgov2010-11
J.R. Smith,SF,25,DEN,79,1968,16.4,.550,.406,.282,2.7,15.8,9.4,14.2,2.3,0.6,10.2,22.2,,2.6,2.3,5.0,.121,,1.1,0.6,1.7,1.9,2010-11,J.R.Smith2010-11
Shelden Williams,PF,27,DEN,42,713,11.3,.492,.000,.254,12.3,23.4,18.0,3.9,1.3,2.3,15.5,14.9,,0.2,0.9,1.2,.078,,-2.8,-0.3,-3.1,-0.2,2010-11,SheldenWilliams2010-11
Will Bynum,PG,28,DET,61,1125,15.2,.524,.123,.300,1.6,6.7,4.0,28.6,2.5,0.3,15.3,22.5,,1.1,0.4,1.5,.066,,-0.8,-1.0,-1.9,0.0,2010-11,WillBynum2010-11
Austin Daye,SF,22,DET,72,1446,13.0,.518,.365,.229,5.2,18.6,11.6,8.5,1.5,2.2,10.2,18.6,,1.2,0.9,2.1,.070,,-0.8,-0.5,-1.3,0.3,2010-11,AustinDaye2010-11
Ben Gordon,SG,27,DET,82,2131,12.4,.548,.345,.208,2.2,9.3,5.6,13.2,1.2,0.6,14.4,21.5,,1.3,0.3,1.7,.037,,-0.6,-1.9,-2.5,-0.3,2010-11,BenGordon2010-11
Richard Hamilton,SG,32,DET,55,1498,15.8,.520,.215,.256,1.9,8.7,5.1,19.8,1.4,0.2,10.5,26.0,,1.6,0.2,1.8,.059,,0.6,-2.2,-1.6,0.1,2010-11,RichardHamilton2010-11
Jason Maxiell,PF,27,DET,57,930,9.4,.510,.000,.524,8.3,14.7,11.4,2.7,1.4,1.8,15.9,13.9,,0.0,0.4,0.5,.024,,-3.3,-1.1,-4.4,-0.6,2010-11,JasonMaxiell2010-11
Tracy McGrady,SG,31,DET,72,1686,14.9,.503,.171,.251,3.4,15.4,9.1,23.6,2.1,1.6,15.2,18.6,,1.0,1.1,2.1,.061,,0.1,0.5,0.6,1.1,2010-11,TracyMcGrady2010-11
Greg Monroe,C,20,DET,80,2222,18.0,.575,.002,.424,13.0,20.4,16.5,7.5,2.3,1.6,11.0,15.4,,4.7,1.9,6.6,.143,,0.9,-0.5,0.4,1.4,2010-11,GregMonroe2010-11
Tayshaun Prince,SF,30,DET,78,2562,15.1,.511,.098,.168,3.6,12.6,7.9,14.4,0.6,1.3,7.1,21.0,,2.9,0.4,3.3,.062,,1.0,-1.8,-0.8,0.7,2010-11,TayshaunPrince2010-11
Rodney Stuckey,PG,24,DET,70,2183,18.4,.544,.109,.461,3.7,8.6,6.0,27.5,1.9,0.4,13.5,24.5,,4.4,0.6,5.0,.111,,1.5,-1.4,0.2,1.2,2010-11,RodneyStuckey2010-11
DaJuan Summers,SF,23,DET,22,199,4.4,.476,.304,.290,1.2,6.4,3.7,1.6,0.8,0.4,14.3,21.3,,-0.3,0.0,-0.3,-0.083,,-5.7,-3.8,-9.5,-0.4,2010-11,DaJuanSummers2010-11
Charlie Villanueva,PF,26,DET,76,1666,15.9,.553,.456,.164,3.5,18.8,10.8,5.0,1.4,2.0,8.0,23.1,,2.1,1.0,3.1,.091,,1.0,-1.4,-0.4,0.7,2010-11,CharlieVillanueva2010-11
Ben Wallace,C,36,DET,54,1238,12.3,.442,.013,.383,12.2,22.9,17.3,8.1,2.3,3.5,20.2,8.2,,0.5,1.4,1.9,.072,,-1.3,1.3,0.0,0.6,2010-11,BenWallace2010-11
Chris Wilcox,PF,28,DET,57,995,18.0,.587,.003,.276,11.2,22.7,16.7,7.4,1.6,1.4,10.6,18.9,,2.0,0.8,2.8,.133,,-0.3,-1.1,-1.4,0.2,2010-11,ChrisWilcox2010-11
Jeff Adrien,PF,24,GSW,23,196,11.3,.457,.000,.352,13.0,20.7,16.8,7.3,1.0,1.9,12.6,16.1,,0.1,0.1,0.2,.051,,-3.3,-2.0,-5.3,-0.2,2010-11,JeffAdrien2010-11
Lou Amundson,PF,28,GSW,46,691,11.5,.452,.000,.475,13.0,17.4,15.2,3.5,1.0,3.6,9.8,15.7,,0.2,0.5,0.6,.044,,-3.1,-1.4,-4.5,-0.4,2010-11,LouAmundson2010-11
Charlie Bell,SG,31,GSW,19,171,4.7,.357,.488,.093,3.9,8.1,6.0,10.1,1.8,0.4,11.8,13.1,,-0.2,0.0,-0.1,-0.040,,-4.2,-0.8,-5.0,-0.1,2010-11,CharlieBell2010-11
Andris Biedriņš,C,24,GSW,59,1397,12.1,.526,.000,.117,11.5,23.3,17.3,6.0,1.9,2.8,16.9,10.6,,1.1,1.5,2.6,.088,,-2.5,0.2,-2.3,-0.1,2010-11,AndrisBiedriņš2010-11
Rodney Carney,SF,26,GSW,25,331,10.7,.526,.346,.252,4.0,12.3,8.0,4.9,1.7,1.2,11.9,18.0,,0.1,0.2,0.3,.038,,-1.5,-1.3,-2.8,-0.1,2010-11,RodneyCarney2010-11
Stephen Curry,PG,22,GSW,74,2489,19.4,.595,.325,.216,2.3,10.9,6.5,28.1,2.2,0.6,16.4,24.4,,5.4,1.3,6.6,.128,,3.0,-0.7,2.3,2.7,2010-11,StephenCurry2010-11
Monta Ellis,SG,25,GSW,80,3227,18.6,.536,.235,.268,1.5,8.5,4.9,23.4,2.6,0.5,12.3,28.1,,4.3,1.7,6.0,.089,,1.7,-0.9,0.8,2.3,2010-11,MontaEllis2010-11
Dan Gadzuric,C,32,GSW,28,297,10.2,.419,.011,.159,19.8,12.9,16.4,5.3,1.7,4.6,18.2,17.1,,-0.2,0.2,0.1,.013,,-5.4,-1.3,-6.8,-0.4,2010-11,DanGadzuric2010-11
Acie Law,PG,26,GSW,40,632,11.3,.532,.180,.323,1.6,7.9,4.7,15.9,2.2,0.0,14.7,15.6,,0.5,0.2,0.7,.052,,-2.7,-0.5,-3.2,-0.2,2010-11,AcieLaw2010-11
David Lee,PF,27,GSW,73,2634,17.8,.549,.003,.273,9.1,21.9,15.4,14.0,1.4,0.9,13.4,21.2,,4.1,2.0,6.0,.110,,0.5,-0.9,-0.4,1.1,2010-11,DavidLee2010-11
Jeremy Lin,PG,22,GSW,29,285,14.8,.458,.069,.347,4.7,8.9,6.8,20.4,5.9,2.4,17.8,15.6,,0.0,0.4,0.5,.078,,-2.1,4.4,2.2,0.3,2010-11,JeremyLin2010-11
Vladimir Radmanović,PF,30,GSW,74,1169,12.6,.562,.544,.107,6.1,14.7,10.3,9.6,1.9,2.9,14.6,14.7,,1.2,0.9,2.1,.086,,-0.5,0.4,-0.1,0.6,2010-11,VladimirRadmanović2010-11
Al Thornton,PF,27,GSW,22,314,11.3,.549,.010,.337,3.5,17.4,10.3,5.3,1.1,0.7,14.3,19.6,,0.1,0.2,0.3,.042,,-4.1,-1.3,-5.5,-0.3,2010-11,AlThornton2010-11
Ekpe Udoh,C,23,GSW,58,1030,9.7,.472,.000,.288,8.6,11.4,10.0,5.4,1.1,6.4,16.1,12.8,,0.0,0.7,0.7,.032,,-4.4,0.6,-3.8,-0.5,2010-11,EkpeUdoh2010-11
Reggie Williams,SF,24,GSW,80,1626,14.9,.585,.421,.234,3.1,12.2,7.5,11.4,0.9,0.1,8.3,18.7,,3.4,0.3,3.7,.109,,1.6,-1.8,-0.2,0.7,2010-11,ReggieWilliams2010-11
Brandan Wright,PF,23,GSW,21,195,16.2,.600,.000,.222,8.0,16.1,11.9,4.1,0.8,3.9,12.6,17.9,,0.3,0.1,0.4,.091,,-0.6,-0.9,-1.5,0.0,2010-11,BrandanWright2010-11
Dorell Wright,SF,25,GSW,82,3147,15.0,.539,.450,.199,3.1,12.6,7.8,11.6,2.0,1.5,9.6,19.3,,3.9,1.8,5.8,.088,,1.3,-0.5,0.8,2.2,2010-11,DorellWright2010-11
Shane Battier,SF,32,HOU,59,1818,12.9,.577,.551,.186,3.6,13.9,8.8,12.1,1.5,2.7,12.5,12.3,,2.3,1.7,4.0,.105,,0.8,1.1,1.9,1.8,2010-11,ShaneBattier2010-11
Aaron Brooks,PG,26,HOU,34,811,11.7,.465,.437,.214,1.5,5.6,3.6,25.2,1.3,0.2,11.5,26.1,,0.1,0.3,0.4,.023,,-1.3,-2.8,-4.1,-0.4,2010-11,AaronBrooks2010-11
Chase Budinger,SF,22,HOU,78,1738,14.2,.534,.418,.210,3.4,15.0,9.2,11.5,1.2,0.7,8.5,19.9,,2.2,1.2,3.4,.095,,0.6,-0.8,-0.2,0.8,2010-11,ChaseBudinger2010-11
DeMarre Carroll,PF,24,HOU,5,11,-4.5,.000,.000,.000,0.0,0.0,0.0,22.8,0.0,0.0,0.0,12.0,,0.0,0.0,0.0,-0.214,,-8.0,-2.8,-10.8,0.0,2010-11,DeMarreCarroll2010-11
Goran Dragić,PG,24,HOU,22,378,17.7,.604,.432,.288,3.6,13.2,8.4,22.7,1.9,0.7,13.0,18.9,,0.9,0.3,1.2,.157,,2.5,1.2,3.7,0.5,2010-11,GoranDragić2010-11
Mike Harris,PF,27,HOU,4,16,17.9,.515,.000,.667,14.1,21.3,17.7,10.2,0.0,4.3,11.4,24.2,,0.0,0.0,0.0,.102,,-2.3,-0.2,-2.4,0.0,2010-11,MikeHarris2010-11
Chuck Hayes,C,27,HOU,74,2079,16.2,.554,.004,.307,11.9,20.7,16.3,14.3,1.9,1.6,14.1,13.0,,3.9,2.4,6.3,.146,,0.6,1.3,1.9,2.1,2010-11,ChuckHayes2010-11
Jordan Hill,C,23,HOU,72,1125,13.0,.521,.006,.241,12.9,18.0,15.4,4.0,0.6,3.2,13.7,17.7,,0.8,1.0,1.8,.079,,-2.9,-1.4,-4.3,-0.7,2010-11,JordanHill2010-11
Jared Jeffries,PF,29,HOU,18,138,9.5,.334,.167,.278,16.4,12.3,14.4,11.1,2.6,1.5,9.0,14.2,,0.0,0.1,0.1,.042,,-3.3,-0.5,-3.8,-0.1,2010-11,JaredJeffries2010-11
Courtney Lee,SG,25,HOU,81,1723,12.6,.534,.302,.208,3.3,10.4,6.9,8.9,1.7,0.7,9.8,17.9,,1.6,1.1,2.7,.076,,-0.7,-0.5,-1.1,0.4,2010-11,CourtneyLee2010-11
Kyle Lowry,PG,24,HOU,75,2563,16.5,.550,.424,.310,3.9,9.7,6.8,29.4,2.0,0.6,14.7,18.6,,5.1,1.8,7.0,.130,,2.0,0.0,2.0,2.6,2010-11,KyleLowry2010-11
Kevin Martin,SG,27,HOU,80,2603,21.4,.601,.362,.528,1.2,10.0,5.6,13.0,1.6,0.4,10.5,29.6,,8.0,1.5,9.5,.175,,4.3,-1.0,3.4,3.5,2010-11,KevinMartin2010-11
Brad Miller,C,34,HOU,60,1015,16.3,.566,.361,.318,4.9,19.9,12.4,21.4,1.4,1.4,13.8,17.0,,2.0,1.0,3.0,.142,,1.7,1.1,2.8,1.2,2010-11,BradMiller2010-11
Yao Ming,C,30,HOU,5,91,19.8,.579,.000,.432,8.7,24.9,16.8,7.3,0.0,6.1,13.7,24.8,,0.2,0.1,0.3,.147,,0.1,1.1,1.2,0.1,2010-11,YaoMing2010-11
Patrick Patterson,PF,21,HOU,52,868,16.7,.574,.007,.157,11.2,14.9,13.1,7.6,1.0,3.0,9.8,16.1,,1.7,0.7,2.4,.134,,0.4,-0.1,0.3,0.5,2010-11,PatrickPatterson2010-11
Luis Scola,PF,30,HOU,74,2412,18.4,.538,.003,.257,6.9,21.6,14.2,13.7,1.0,1.3,10.5,25.7,,3.3,2.2,5.5,.110,,0.4,-0.8,-0.4,1.0,2010-11,LuisScola2010-11
Ish Smith,PG,22,HOU,28,329,8.8,.423,.096,.120,2.1,12.4,7.2,27.8,2.0,0.4,22.9,15.2,,-0.2,0.3,0.0,.002,,-3.7,-0.1,-3.8,-0.1,2010-11,IshSmith2010-11
Jermaine Taylor,SG,24,HOU,8,77,13.3,.563,.156,.188,1.5,11.8,6.6,4.4,1.3,1.8,14.8,23.3,,0.0,0.1,0.0,.027,,-0.7,-1.0,-1.8,0.0,2010-11,JermaineTaylor2010-11
Hasheem Thabeet,C,23,HOU,2,4,-13.6,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,17.4,0.0,11.0,,0.0,0.0,0.0,-0.179,,-23.1,3.2,-19.9,0.0,2010-11,HasheemThabeet2010-11
Terrence Williams,SG,23,HOU,11,84,8.6,.416,.238,.262,1.3,18.9,10.1,13.2,2.4,0.0,14.6,28.8,,-0.2,0.1,-0.1,-0.080,,-5.7,-1.9,-7.6,-0.1,2010-11,TerrenceWilliams2010-11
Darren Collison,PG,23,IND,79,2360,15.6,.534,.143,.267,1.9,8.6,5.3,28.9,1.9,0.4,16.6,21.9,,2.1,2.2,4.3,.087,,0.4,-0.7,-0.3,1.0,2010-11,DarrenCollison2010-11
Mike Dunleavy,SG,30,IND,61,1683,14.6,.593,.488,.240,1.9,16.2,9.1,10.1,1.2,1.3,10.7,16.9,,2.6,1.9,4.5,.129,,1.1,0.4,1.6,1.5,2010-11,MikeDunleavy2010-11
T.J. Ford,PG,27,IND,41,773,9.9,.434,.136,.203,2.5,9.1,5.8,28.4,2.3,0.8,19.7,18.3,,-0.7,0.8,0.2,.011,,-3.3,0.4,-2.9,-0.2,2010-11,T.J.Ford2010-11
Jeff Foster,C,34,IND,56,940,14.3,.497,.018,.287,19.1,22.3,20.7,7.3,1.3,2.4,12.1,10.1,,1.6,1.4,3.0,.152,,-0.6,0.1,-0.5,0.4,2010-11,JeffFoster2010-11
Paul George,SG,20,IND,61,1265,13.0,.542,.349,.256,3.3,16.3,9.8,8.3,2.5,1.5,13.7,17.8,,0.5,1.9,2.4,.091,,-1.6,1.4,-0.1,0.6,2010-11,PaulGeorge2010-11
Danny Granger,SF,27,IND,79,2763,17.8,.554,.323,.370,3.5,13.5,8.5,13.0,1.6,1.6,12.3,26.7,,3.7,3.2,6.9,.120,,2.2,-0.1,2.1,2.9,2010-11,DannyGranger2010-11
Tyler Hansbrough,PF,25,IND,70,1535,16.4,.529,.003,.413,10.6,15.9,13.2,4.7,1.2,0.7,9.5,23.1,,2.2,1.6,3.8,.118,,-0.6,-1.3,-1.9,0.0,2010-11,TylerHansbrough2010-11
Roy Hibbert,C,24,IND,81,2244,15.9,.507,.004,.309,9.1,21.0,15.1,12.8,0.7,4.6,15.5,23.6,,0.3,3.3,3.6,.077,,-1.8,0.7,-1.1,0.5,2010-11,RoyHibbert2010-11
Dahntay Jones,SG,30,IND,45,589,13.7,.558,.182,.421,0.8,11.4,6.1,9.5,1.7,0.9,10.9,21.4,,0.6,0.6,1.2,.102,,-1.7,0.5,-1.2,0.1,2010-11,DahntayJones2010-11
Solomon Jones,C,26,IND,39,528,8.5,.469,.008,.512,9.5,14.2,11.9,8.5,1.2,3.0,19.1,15.4,,-0.2,0.6,0.5,.042,,-5.3,0.8,-4.5,-0.3,2010-11,SolomonJones2010-11
Josh McRoberts,PF,23,IND,72,1597,16.0,.608,.155,.308,7.6,18.8,13.3,15.0,1.5,2.6,17.5,14.7,,2.6,2.2,4.9,.147,,0.6,1.7,2.3,1.7,2010-11,JoshMcRoberts2010-11
James Posey,SF,34,IND,49,839,7.5,.485,.880,.062,1.3,18.0,9.7,6.1,1.4,0.5,8.8,14.3,,0.0,1.0,1.0,.056,,-2.6,0.5,-2.0,0.0,2010-11,JamesPosey2010-11
A.J. Price,PG,24,IND,50,795,10.7,.454,.466,.253,2.3,7.8,5.0,22.7,1.8,0.1,13.0,22.7,,-0.4,0.7,0.3,.020,,-1.9,-1.1,-2.9,-0.2,2010-11,A.J.Price2010-11
Brandon Rush,SG,25,IND,67,1754,10.6,.540,.433,.206,2.1,11.6,6.9,5.6,1.2,1.5,10.9,15.9,,0.9,1.7,2.6,.070,,-0.9,0.0,-0.8,0.5,2010-11,BrandonRush2010-11
Lance Stephenson,SG,20,IND,12,115,5.5,.410,.128,.359,1.0,16.3,8.7,28.3,1.8,0.0,26.2,23.5,,-0.4,0.1,-0.2,-0.093,,-6.5,-0.6,-7.2,-0.2,2010-11,LanceStephenson2010-11
Al-Farouq Aminu,SF,20,LAC,81,1452,9.6,.499,.352,.293,6.1,15.4,10.8,6.4,2.1,1.3,18.3,17.3,,-0.8,1.4,0.7,.022,,-2.7,-0.1,-2.8,-0.3,2010-11,Al-FarouqAminu2010-11
Eric Bledsoe,PG,21,LAC,81,1841,10.8,.499,.239,.274,4.4,9.8,7.1,24.2,2.6,1.1,26.3,17.9,,-1.3,1.6,0.3,.008,,-2.4,0.2,-2.2,-0.1,2010-11,EricBledsoe2010-11
Rasual Butler,SG,31,LAC,41,744,5.9,.433,.571,.119,1.6,10.3,6.0,5.5,0.6,1.6,8.5,15.6,,-0.5,0.3,-0.2,-0.013,,-2.5,-1.5,-4.0,-0.4,2010-11,RasualButler2010-11
Jarron Collins,C,32,LAC,23,157,1.8,.438,.000,.667,5.3,7.4,6.3,0.9,1.3,0.5,20.5,6.9,,-0.1,0.1,0.0,.000,,-7.1,-0.7,-7.8,-0.2,2010-11,JarronCollins2010-11
Brian Cook,PF,30,LAC,40,447,11.6,.534,.465,.141,5.0,20.0,12.6,5.6,1.4,1.9,12.2,20.5,,0.1,0.5,0.6,.064,,-1.6,-0.2,-1.9,0.0,2010-11,BrianCook2010-11
Baron Davis,PG,31,LAC,43,1269,16.3,.492,.295,.202,2.7,8.3,5.5,39.9,2.5,1.4,16.0,23.5,,1.0,1.1,2.1,.079,,1.4,-0.1,1.3,1.0,2010-11,BaronDavis2010-11
Ike Diogu,PF,27,LAC,36,470,13.7,.590,.000,.419,10.3,18.3,14.3,0.7,0.3,0.5,11.2,18.7,,0.7,0.3,1.0,.104,,-2.4,-2.5,-4.9,-0.3,2010-11,IkeDiogu2010-11
Randy Foye,SG,27,LAC,63,1551,11.4,.516,.409,.281,1.0,6.7,3.9,17.5,1.6,1.1,13.7,19.9,,0.9,0.8,1.7,.051,,-1.1,-0.7,-1.8,0.1,2010-11,RandyFoye2010-11
Ryan Gomes,SF,28,LAC,76,2095,9.0,.504,.418,.168,3.4,10.7,7.1,8.5,1.5,0.4,9.2,12.7,,1.3,1.2,2.5,.057,,-2.1,0.0,-2.1,-0.1,2010-11,RyanGomes2010-11
Eric Gordon,SG,22,LAC,56,2112,18.5,.566,.307,.367,2.5,6.6,4.5,20.7,1.7,0.7,12.0,26.5,,4.2,1.1,5.3,.120,,3.0,-1.0,2.0,2.2,2010-11,EricGordon2010-11
Blake Griffin,PF,21,LAC,82,3112,21.9,.549,.017,.505,10.2,26.9,18.6,18.7,1.0,1.1,11.7,27.3,,6.5,3.4,9.8,.152,,3.0,-0.3,2.6,3.6,2010-11,BlakeGriffin2010-11
DeAndre Jordan,C,22,LAC,80,2047,14.8,.648,.003,.636,11.9,20.9,16.5,3.2,1.0,5.4,18.8,11.7,,2.6,2.6,5.2,.122,,-1.7,1.0,-0.7,0.7,2010-11,DeAndreJordan2010-11
Chris Kaman,C,28,LAC,32,838,15.7,.495,.000,.152,7.2,24.1,15.7,10.0,1.0,4.5,12.6,24.4,,-0.2,1.1,0.8,.047,,-1.7,0.3,-1.4,0.1,2010-11,ChrisKaman2010-11
Jamario Moon,SF,30,LAC,19,278,8.4,.535,.475,.102,3.8,15.9,9.9,3.8,0.6,1.7,7.5,10.7,,0.2,0.2,0.4,.068,,-1.8,0.0,-1.9,0.0,2010-11,JamarioMoon2010-11
Craig Smith,PF,27,LAC,48,586,15.4,.592,.027,.362,8.7,14.7,11.7,9.1,1.4,0.9,13.2,19.1,,1.0,0.4,1.5,.120,,-0.8,-0.3,-1.1,0.1,2010-11,CraigSmith2010-11
Willie Warren,PG,21,LAC,19,134,10.8,.480,.429,.229,0.9,9.5,5.2,30.4,2.3,0.0,17.2,15.5,,0.1,0.1,0.2,.065,,-2.4,-0.3,-2.7,0.0,2010-11,WillieWarren2010-11
Mo Williams,PG,28,LAC,22,723,14.0,.556,.403,.280,1.0,8.0,4.5,28.2,1.4,0.0,18.0,22.7,,0.8,0.3,1.1,.073,,0.1,-1.9,-1.8,0.1,2010-11,MoWilliams2010-11
Matt Barnes,SF,30,LAL,53,1020,14.6,.569,.384,.276,8.4,16.7,12.7,10.5,2.0,1.6,15.6,16.6,,1.4,1.6,3.0,.142,,-0.5,1.0,0.6,0.7,2010-11,MattBarnes2010-11
Steve Blake,PG,30,LAL,79,1581,7.5,.500,.631,.098,1.4,9.5,5.6,15.0,1.3,0.1,18.6,11.3,,0.3,1.5,1.8,.055,,-2.6,0.2,-2.3,-0.1,2010-11,SteveBlake2010-11
Shannon Brown,SG,25,LAL,82,1568,13.6,.518,.330,.157,2.6,8.5,5.7,10.0,2.3,0.8,9.8,22.2,,1.1,1.9,3.1,.093,,-0.9,0.2,-0.8,0.5,2010-11,ShannonBrown2010-11
Kobe Bryant,SG,32,LAL,82,2779,23.9,.548,.217,.356,3.5,13.3,8.5,26.7,1.9,0.3,11.4,35.1,,6.8,3.5,10.3,.178,,5.4,-0.2,5.2,5.0,2010-11,KobeBryant2010-11
Andrew Bynum,C,23,LAL,54,1500,21.1,.606,.000,.506,13.3,24.7,19.2,7.7,0.7,5.4,12.8,17.6,,3.8,2.8,6.6,.210,,1.8,1.4,3.2,2.0,2010-11,AndrewBynum2010-11
